,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
3750,3817,,Burkina Faso,2020-03-16,15.0,0.0
3751,3818,,Burkina Faso,2020-03-17,15.0,0.0
3752,3819,,Burkina Faso,2020-03-18,20.0,1.0
3753,3820,,Burkina Faso,2020-03-19,33.0,1.0
3754,3821,,Burkina Faso,2020-03-20,40.0,1.0
3755,3822,,Burkina Faso,2020-03-21,64.0,2.0
3756,3823,,Burkina Faso,2020-03-22,75.0,4.0
3757,3824,,Burkina Faso,2020-03-23,99.0,4.0
3758,3825,,Burkina Faso,2020-03-24,114.0,4.0
3759,3826,,Burkina Faso,2020-03-25,146.0,4.0
3760,3827,,Burkina Faso,2020-03-26,152.0,7.0
3761,3828,,Burkina Faso,2020-03-27,180.0,9.0
3762,3829,,Burkina Faso,2020-03-28,207.0,11.0
3763,3830,,Burkina Faso,2020-03-29,222.0,12.0
3764,3831,,Burkina Faso,2020-03-30,246.0,12.0
3765,3832,,Burkina Faso,2020-03-31,261.0,14.0
3766,3833,,Burkina Faso,2020-04-01,282.0,16.0
3767,3834,,Burkina Faso,2020-04-02,288.0,16.0
3768,3835,,Burkina Faso,2020-04-03,302.0,16.0
3769,3836,,Burkina Faso,2020-04-04,318.0,16.0
3770,3837,,Burkina Faso,2020-04-05,345.0,17.0
3771,3838,,Burkina Faso,2020-04-06,364.0,18.0
3772,3839,,Burkina Faso,2020-04-07,384.0,19.0
3773,3840,,Burkina Faso,2020-04-08,414.0,23.0
3774,3841,,Burkina Faso,2020-04-09,443.0,24.0
3775,3842,,Burkina Faso,2020-04-10,443.0,24.0
3776,3843,,Burkina Faso,2020-04-11,484.0,27.0
3777,3844,,Burkina Faso,2020-04-12,497.0,27.0
3778,3845,,Burkina Faso,2020-04-13,497.0,27.0
3779,3846,,Burkina Faso,2020-04-14,528.0,30.0
3780,3847,,Burkina Faso,2020-04-15,542.0,32.0
3781,3848,,Burkina Faso,2020-04-16,546.0,32.0
3782,3849,,Burkina Faso,2020-04-17,557.0,35.0
3783,3850,,Burkina Faso,2020-04-18,565.0,36.0
3784,3851,,Burkina Faso,2020-04-19,576.0,36.0
3785,3852,,Burkina Faso,2020-04-20,581.0,38.0
3786,3853,,Burkina Faso,2020-04-21,600.0,38.0
3787,3854,,Burkina Faso,2020-04-22,609.0,39.0
3788,3855,,Burkina Faso,2020-04-23,616.0,41.0
3789,3856,,Burkina Faso,2020-04-24,629.0,41.0
3790,3857,,Burkina Faso,2020-04-25,629.0,41.0
3791,3858,,Burkina Faso,2020-04-26,632.0,42.0
3792,3859,,Burkina Faso,2020-04-27,635.0,42.0
3793,3860,,Burkina Faso,2020-04-28,638.0,42.0
3794,3861,,Burkina Faso,2020-04-29,641.0,43.0
3795,3862,,Burkina Faso,2020-04-30,645.0,43.0
3796,3863,,Burkina Faso,2020-05-01,649.0,44.0
3797,3864,,Burkina Faso,2020-05-02,652.0,44.0
3798,3865,,Burkina Faso,2020-05-03,662.0,45.0
3799,3866,,Burkina Faso,2020-05-04,672.0,46.0
3800,3867,,Burkina Faso,2020-05-05,688.0,48.0
3801,3868,,Burkina Faso,2020-05-06,729.0,48.0
3802,3869,,Burkina Faso,2020-05-07,736.0,48.0
3803,3870,,Burkina Faso,2020-05-08,744.0,48.0
3804,3871,,Burkina Faso,2020-05-09,748.0,48.0
3805,3872,,Burkina Faso,2020-05-10,751.0,49.0
3806,3873,,Burkina Faso,2020-05-11,760.0,50.0
3807,3874,,Burkina Faso,2020-05-12,766.0,51.0
3808,3877,,Burma,2020-01-22,0.0,0.0
3809,3878,,Burma,2020-01-23,0.0,0.0
3810,3879,,Burma,2020-01-24,0.0,0.0
3811,3880,,Burma,2020-01-25,0.0,0.0
3812,3881,,Burma,2020-01-26,0.0,0.0
3813,3882,,Burma,2020-01-27,0.0,0.0
3814,3883,,Burma,2020-01-28,0.0,0.0
3815,3884,,Burma,2020-01-29,0.0,0.0
3816,3885,,Burma,2020-01-30,0.0,0.0
3817,3886,,Burma,2020-01-31,0.0,0.0
3818,3887,,Burma,2020-02-01,0.0,0.0
3819,3888,,Burma,2020-02-02,0.0,0.0
3820,3889,,Burma,2020-02-03,0.0,0.0
3821,3890,,Burma,2020-02-04,0.0,0.0
3822,3891,,Burma,2020-02-05,0.0,0.0
3823,3892,,Burma,2020-02-06,0.0,0.0
3824,3893,,Burma,2020-02-07,0.0,0.0
3825,3894,,Burma,2020-02-08,0.0,0.0
3826,3895,,Burma,2020-02-09,0.0,0.0
3827,3896,,Burma,2020-02-10,0.0,0.0
3828,3897,,Burma,2020-02-11,0.0,0.0
3829,3898,,Burma,2020-02-12,0.0,0.0
3830,3899,,Burma,2020-02-13,0.0,0.0
3831,3900,,Burma,2020-02-14,0.0,0.0
3832,3901,,Burma,2020-02-15,0.0,0.0
3833,3902,,Burma,2020-02-16,0.0,0.0
3834,3903,,Burma,2020-02-17,0.0,0.0
3835,3904,,Burma,2020-02-18,0.0,0.0
3836,3905,,Burma,2020-02-19,0.0,0.0
3837,3906,,Burma,2020-02-20,0.0,0.0
3838,3907,,Burma,2020-02-21,0.0,0.0
3839,3908,,Burma,2020-02-22,0.0,0.0
3840,3909,,Burma,2020-02-23,0.0,0.0
3841,3910,,Burma,2020-02-24,0.0,0.0
3842,3911,,Burma,2020-02-25,0.0,0.0
3843,3912,,Burma,2020-02-26,0.0,0.0
3844,3913,,Burma,2020-02-27,0.0,0.0
3845,3914,,Burma,2020-02-28,0.0,0.0
3846,3915,,Burma,2020-02-29,0.0,0.0
3847,3916,,Burma,2020-03-01,0.0,0.0
3848,3917,,Burma,2020-03-02,0.0,0.0
3849,3918,,Burma,2020-03-03,0.0,0.0
3850,3919,,Burma,2020-03-04,0.0,0.0
3851,3920,,Burma,2020-03-05,0.0,0.0
3852,3921,,Burma,2020-03-06,0.0,0.0
3853,3922,,Burma,2020-03-07,0.0,0.0
3854,3923,,Burma,2020-03-08,0.0,0.0
3855,3924,,Burma,2020-03-09,0.0,0.0
3856,3925,,Burma,2020-03-10,0.0,0.0
3857,3926,,Burma,2020-03-11,0.0,0.0
3858,3927,,Burma,2020-03-12,0.0,0.0
3859,3928,,Burma,2020-03-13,0.0,0.0
3860,3929,,Burma,2020-03-14,0.0,0.0
3861,3930,,Burma,2020-03-15,0.0,0.0
3862,3931,,Burma,2020-03-16,0.0,0.0
3863,3932,,Burma,2020-03-17,0.0,0.0
3864,3933,,Burma,2020-03-18,0.0,0.0
3865,3934,,Burma,2020-03-19,0.0,0.0
3866,3935,,Burma,2020-03-20,0.0,0.0
3867,3936,,Burma,2020-03-21,0.0,0.0
3868,3937,,Burma,2020-03-22,0.0,0.0
3869,3938,,Burma,2020-03-23,0.0,0.0
3870,3939,,Burma,2020-03-24,0.0,0.0
3871,3940,,Burma,2020-03-25,0.0,0.0
3872,3941,,Burma,2020-03-26,0.0,0.0
3873,3942,,Burma,2020-03-27,8.0,0.0
3874,3943,,Burma,2020-03-28,8.0,0.0
3875,3944,,Burma,2020-03-29,10.0,0.0
3876,3945,,Burma,2020-03-30,14.0,0.0
3877,3946,,Burma,2020-03-31,15.0,1.0
3878,3947,,Burma,2020-04-01,15.0,1.0
3879,3948,,Burma,2020-04-02,20.0,1.0
3880,3949,,Burma,2020-04-03,20.0,1.0
3881,3950,,Burma,2020-04-04,21.0,1.0
3882,3951,,Burma,2020-04-05,21.0,1.0
3883,3952,,Burma,2020-04-06,22.0,1.0
3884,3953,,Burma,2020-04-07,22.0,1.0
3885,3954,,Burma,2020-04-08,22.0,3.0
3886,3955,,Burma,2020-04-09,23.0,3.0
3887,3956,,Burma,2020-04-10,27.0,3.0
3888,3957,,Burma,2020-04-11,38.0,3.0
3889,3958,,Burma,2020-04-12,41.0,4.0
3890,3959,,Burma,2020-04-13,62.0,4.0
3891,3960,,Burma,2020-04-14,63.0,4.0
3892,3961,,Burma,2020-04-15,74.0,4.0
3893,3962,,Burma,2020-04-16,85.0,4.0
3894,3963,,Burma,2020-04-17,88.0,4.0
3895,3964,,Burma,2020-04-18,98.0,5.0
3896,3965,,Burma,2020-04-19,111.0,5.0
3897,3966,,Burma,2020-04-20,119.0,5.0
3898,3967,,Burma,2020-04-21,121.0,5.0
3899,3968,,Burma,2020-04-22,123.0,5.0
3900,3969,,Burma,2020-04-23,139.0,5.0
3901,3970,,Burma,2020-04-24,144.0,5.0
3902,3971,,Burma,2020-04-25,146.0,5.0
3903,3972,,Burma,2020-04-26,146.0,5.0
3904,3973,,Burma,2020-04-27,146.0,5.0
3905,3974,,Burma,2020-04-28,150.0,5.0
3906,3975,,Burma,2020-04-29,150.0,6.0
3907,3976,,Burma,2020-04-30,151.0,6.0
3908,3977,,Burma,2020-05-01,151.0,6.0
3909,3978,,Burma,2020-05-02,151.0,6.0
3910,3979,,Burma,2020-05-03,155.0,6.0
3911,3980,,Burma,2020-05-04,161.0,6.0
3912,3981,,Burma,2020-05-05,161.0,6.0
3913,3982,,Burma,2020-05-06,161.0,6.0
3914,3983,,Burma,2020-05-07,176.0,6.0
3915,3984,,Burma,2020-05-08,177.0,6.0
3916,3985,,Burma,2020-05-09,178.0,6.0
3917,3986,,Burma,2020-05-10,180.0,6.0
3918,3987,,Burma,2020-05-11,180.0,6.0
3919,3988,,Burma,2020-05-12,180.0,6.0
3920,3991,,Burundi,2020-01-22,0.0,0.0
3921,3992,,Burundi,2020-01-23,0.0,0.0
3922,3993,,Burundi,2020-01-24,0.0,0.0
3923,3994,,Burundi,2020-01-25,0.0,0.0
3924,3995,,Burundi,2020-01-26,0.0,0.0
3925,3996,,Burundi,2020-01-27,0.0,0.0
3926,3997,,Burundi,2020-01-28,0.0,0.0
3927,3998,,Burundi,2020-01-29,0.0,0.0
3928,3999,,Burundi,2020-01-30,0.0,0.0
3929,4000,,Burundi,2020-01-31,0.0,0.0
3930,4001,,Burundi,2020-02-01,0.0,0.0
3931,4002,,Burundi,2020-02-02,0.0,0.0
3932,4003,,Burundi,2020-02-03,0.0,0.0
3933,4004,,Burundi,2020-02-04,0.0,0.0
3934,4005,,Burundi,2020-02-05,0.0,0.0
3935,4006,,Burundi,2020-02-06,0.0,0.0
3936,4007,,Burundi,2020-02-07,0.0,0.0
3937,4008,,Burundi,2020-02-08,0.0,0.0
3938,4009,,Burundi,2020-02-09,0.0,0.0
3939,4010,,Burundi,2020-02-10,0.0,0.0
3940,4011,,Burundi,2020-02-11,0.0,0.0
3941,4012,,Burundi,2020-02-12,0.0,0.0
3942,4013,,Burundi,2020-02-13,0.0,0.0
3943,4014,,Burundi,2020-02-14,0.0,0.0
3944,4015,,Burundi,2020-02-15,0.0,0.0
3945,4016,,Burundi,2020-02-16,0.0,0.0
3946,4017,,Burundi,2020-02-17,0.0,0.0
3947,4018,,Burundi,2020-02-18,0.0,0.0
3948,4019,,Burundi,2020-02-19,0.0,0.0
3949,4020,,Burundi,2020-02-20,0.0,0.0
3950,4021,,Burundi,2020-02-21,0.0,0.0
3951,4022,,Burundi,2020-02-22,0.0,0.0
3952,4023,,Burundi,2020-02-23,0.0,0.0
3953,4024,,Burundi,2020-02-24,0.0,0.0
3954,4025,,Burundi,2020-02-25,0.0,0.0
3955,4026,,Burundi,2020-02-26,0.0,0.0
3956,4027,,Burundi,2020-02-27,0.0,0.0
3957,4028,,Burundi,2020-02-28,0.0,0.0
3958,4029,,Burundi,2020-02-29,0.0,0.0
3959,4030,,Burundi,2020-03-01,0.0,0.0
3960,4031,,Burundi,2020-03-02,0.0,0.0
3961,4032,,Burundi,2020-03-03,0.0,0.0
3962,4033,,Burundi,2020-03-04,0.0,0.0
3963,4034,,Burundi,2020-03-05,0.0,0.0
3964,4035,,Burundi,2020-03-06,0.0,0.0
3965,4036,,Burundi,2020-03-07,0.0,0.0
3966,4037,,Burundi,2020-03-08,0.0,0.0
3967,4038,,Burundi,2020-03-09,0.0,0.0
3968,4039,,Burundi,2020-03-10,0.0,0.0
3969,4040,,Burundi,2020-03-11,0.0,0.0
3970,4041,,Burundi,2020-03-12,0.0,0.0
3971,4042,,Burundi,2020-03-13,0.0,0.0
3972,4043,,Burundi,2020-03-14,0.0,0.0
3973,4044,,Burundi,2020-03-15,0.0,0.0
3974,4045,,Burundi,2020-03-16,0.0,0.0
3975,4046,,Burundi,2020-03-17,0.0,0.0
3976,4047,,Burundi,2020-03-18,0.0,0.0
3977,4048,,Burundi,2020-03-19,0.0,0.0
3978,4049,,Burundi,2020-03-20,0.0,0.0
3979,4050,,Burundi,2020-03-21,0.0,0.0
3980,4051,,Burundi,2020-03-22,0.0,0.0
3981,4052,,Burundi,2020-03-23,0.0,0.0
3982,4053,,Burundi,2020-03-24,0.0,0.0
3983,4054,,Burundi,2020-03-25,0.0,0.0
3984,4055,,Burundi,2020-03-26,0.0,0.0
3985,4056,,Burundi,2020-03-27,0.0,0.0
3986,4057,,Burundi,2020-03-28,0.0,0.0
3987,4058,,Burundi,2020-03-29,0.0,0.0
3988,4059,,Burundi,2020-03-30,0.0,0.0
3989,4060,,Burundi,2020-03-31,2.0,0.0
3990,4061,,Burundi,2020-04-01,2.0,0.0
3991,4062,,Burundi,2020-04-02,3.0,0.0
3992,4063,,Burundi,2020-04-03,3.0,0.0
3993,4064,,Burundi,2020-04-04,3.0,0.0
3994,4065,,Burundi,2020-04-05,3.0,0.0
3995,4066,,Burundi,2020-04-06,3.0,0.0
3996,4067,,Burundi,2020-04-07,3.0,0.0
3997,4068,,Burundi,2020-04-08,3.0,0.0
3998,4069,,Burundi,2020-04-09,3.0,0.0
3999,4070,,Burundi,2020-04-10,3.0,0.0
4000,4071,,Burundi,2020-04-11,5.0,0.0
4001,4072,,Burundi,2020-04-12,5.0,0.0
4002,4073,,Burundi,2020-04-13,5.0,1.0
4003,4074,,Burundi,2020-04-14,5.0,1.0
4004,4075,,Burundi,2020-04-15,5.0,1.0
4005,4076,,Burundi,2020-04-16,5.0,1.0
4006,4077,,Burundi,2020-04-17,5.0,1.0
4007,4078,,Burundi,2020-04-18,5.0,1.0
4008,4079,,Burundi,2020-04-19,5.0,1.0
4009,4080,,Burundi,2020-04-20,5.0,1.0
4010,4081,,Burundi,2020-04-21,5.0,1.0
4011,4082,,Burundi,2020-04-22,11.0,1.0
4012,4083,,Burundi,2020-04-23,11.0,1.0
4013,4084,,Burundi,2020-04-24,11.0,1.0
4014,4085,,Burundi,2020-04-25,11.0,1.0
4015,4086,,Burundi,2020-04-26,11.0,1.0
4016,4087,,Burundi,2020-04-27,11.0,1.0
4017,4088,,Burundi,2020-04-28,11.0,1.0
4018,4089,,Burundi,2020-04-29,11.0,1.0
4019,4090,,Burundi,2020-04-30,11.0,1.0
4020,4091,,Burundi,2020-05-01,11.0,1.0
4021,4092,,Burundi,2020-05-02,15.0,1.0
4022,4093,,Burundi,2020-05-03,15.0,1.0
4023,4094,,Burundi,2020-05-04,15.0,1.0
4024,4095,,Burundi,2020-05-05,15.0,1.0
4025,4096,,Burundi,2020-05-06,15.0,1.0
4026,4097,,Burundi,2020-05-07,15.0,1.0
4027,4098,,Burundi,2020-05-08,15.0,1.0
4028,4099,,Burundi,2020-05-09,15.0,1.0
4029,4100,,Burundi,2020-05-10,15.0,1.0
4030,4101,,Burundi,2020-05-11,15.0,1.0
4031,4102,,Burundi,2020-05-12,15.0,1.0
4032,4105,,Cabo Verde,2020-01-22,0.0,0.0
4033,4106,,Cabo Verde,2020-01-23,0.0,0.0
4034,4107,,Cabo Verde,2020-01-24,0.0,0.0
4035,4108,,Cabo Verde,2020-01-25,0.0,0.0
4036,4109,,Cabo Verde,2020-01-26,0.0,0.0
4037,4110,,Cabo Verde,2020-01-27,0.0,0.0
4038,4111,,Cabo Verde,2020-01-28,0.0,0.0
4039,4112,,Cabo Verde,2020-01-29,0.0,0.0
4040,4113,,Cabo Verde,2020-01-30,0.0,0.0
4041,4114,,Cabo Verde,2020-01-31,0.0,0.0
4042,4115,,Cabo Verde,2020-02-01,0.0,0.0
4043,4116,,Cabo Verde,2020-02-02,0.0,0.0
4044,4117,,Cabo Verde,2020-02-03,0.0,0.0
4045,4118,,Cabo Verde,2020-02-04,0.0,0.0
4046,4119,,Cabo Verde,2020-02-05,0.0,0.0
4047,4120,,Cabo Verde,2020-02-06,0.0,0.0
4048,4121,,Cabo Verde,2020-02-07,0.0,0.0
4049,4122,,Cabo Verde,2020-02-08,0.0,0.0
4050,4123,,Cabo Verde,2020-02-09,0.0,0.0
4051,4124,,Cabo Verde,2020-02-10,0.0,0.0
4052,4125,,Cabo Verde,2020-02-11,0.0,0.0
4053,4126,,Cabo Verde,2020-02-12,0.0,0.0
4054,4127,,Cabo Verde,2020-02-13,0.0,0.0
4055,4128,,Cabo Verde,2020-02-14,0.0,0.0
4056,4129,,Cabo Verde,2020-02-15,0.0,0.0
4057,4130,,Cabo Verde,2020-02-16,0.0,0.0
4058,4131,,Cabo Verde,2020-02-17,0.0,0.0
4059,4132,,Cabo Verde,2020-02-18,0.0,0.0
4060,4133,,Cabo Verde,2020-02-19,0.0,0.0
4061,4134,,Cabo Verde,2020-02-20,0.0,0.0
4062,4135,,Cabo Verde,2020-02-21,0.0,0.0
4063,4136,,Cabo Verde,2020-02-22,0.0,0.0
4064,4137,,Cabo Verde,2020-02-23,0.0,0.0
4065,4138,,Cabo Verde,2020-02-24,0.0,0.0
4066,4139,,Cabo Verde,2020-02-25,0.0,0.0
4067,4140,,Cabo Verde,2020-02-26,0.0,0.0
4068,4141,,Cabo Verde,2020-02-27,0.0,0.0
4069,4142,,Cabo Verde,2020-02-28,0.0,0.0
4070,4143,,Cabo Verde,2020-02-29,0.0,0.0
4071,4144,,Cabo Verde,2020-03-01,0.0,0.0
4072,4145,,Cabo Verde,2020-03-02,0.0,0.0
4073,4146,,Cabo Verde,2020-03-03,0.0,0.0
4074,4147,,Cabo Verde,2020-03-04,0.0,0.0
4075,4148,,Cabo Verde,2020-03-05,0.0,0.0
4076,4149,,Cabo Verde,2020-03-06,0.0,0.0
4077,4150,,Cabo Verde,2020-03-07,0.0,0.0
4078,4151,,Cabo Verde,2020-03-08,0.0,0.0
4079,4152,,Cabo Verde,2020-03-09,0.0,0.0
4080,4153,,Cabo Verde,2020-03-10,0.0,0.0
4081,4154,,Cabo Verde,2020-03-11,0.0,0.0
4082,4155,,Cabo Verde,2020-03-12,0.0,0.0
4083,4156,,Cabo Verde,2020-03-13,0.0,0.0
4084,4157,,Cabo Verde,2020-03-14,0.0,0.0
4085,4158,,Cabo Verde,2020-03-15,0.0,0.0
4086,4159,,Cabo Verde,2020-03-16,0.0,0.0
4087,4160,,Cabo Verde,2020-03-17,0.0,0.0
4088,4161,,Cabo Verde,2020-03-18,0.0,0.0
4089,4162,,Cabo Verde,2020-03-19,0.0,0.0
4090,4163,,Cabo Verde,2020-03-20,1.0,0.0
4091,4164,,Cabo Verde,2020-03-21,3.0,0.0
4092,4165,,Cabo Verde,2020-03-22,3.0,0.0
4093,4166,,Cabo Verde,2020-03-23,3.0,0.0
4094,4167,,Cabo Verde,2020-03-24,3.0,1.0
4095,4168,,Cabo Verde,2020-03-25,4.0,1.0
4096,4169,,Cabo Verde,2020-03-26,4.0,1.0
4097,4170,,Cabo Verde,2020-03-27,5.0,1.0
4098,4171,,Cabo Verde,2020-03-28,5.0,1.0
4099,4172,,Cabo Verde,2020-03-29,6.0,1.0
4100,4173,,Cabo Verde,2020-03-30,6.0,1.0
4101,4174,,Cabo Verde,2020-03-31,6.0,1.0
4102,4175,,Cabo Verde,2020-04-01,6.0,1.0
4103,4176,,Cabo Verde,2020-04-02,6.0,1.0
4104,4177,,Cabo Verde,2020-04-03,6.0,1.0
4105,4178,,Cabo Verde,2020-04-04,7.0,1.0
4106,4179,,Cabo Verde,2020-04-05,7.0,1.0
4107,4180,,Cabo Verde,2020-04-06,7.0,1.0
4108,4181,,Cabo Verde,2020-04-07,7.0,1.0
4109,4182,,Cabo Verde,2020-04-08,7.0,1.0
4110,4183,,Cabo Verde,2020-04-09,7.0,1.0
4111,4184,,Cabo Verde,2020-04-10,7.0,1.0
4112,4185,,Cabo Verde,2020-04-11,8.0,1.0
4113,4186,,Cabo Verde,2020-04-12,8.0,1.0
4114,4187,,Cabo Verde,2020-04-13,10.0,1.0
4115,4188,,Cabo Verde,2020-04-14,11.0,1.0
4116,4189,,Cabo Verde,2020-04-15,56.0,1.0
4117,4190,,Cabo Verde,2020-04-16,56.0,1.0
4118,4191,,Cabo Verde,2020-04-17,56.0,1.0
4119,4192,,Cabo Verde,2020-04-18,58.0,1.0
4120,4193,,Cabo Verde,2020-04-19,61.0,1.0
4121,4194,,Cabo Verde,2020-04-20,67.0,1.0
4122,4195,,Cabo Verde,2020-04-21,68.0,1.0
4123,4196,,Cabo Verde,2020-04-22,73.0,1.0
4124,4197,,Cabo Verde,2020-04-23,82.0,1.0
4125,4198,,Cabo Verde,2020-04-24,88.0,1.0
4126,4199,,Cabo Verde,2020-04-25,90.0,1.0
4127,4200,,Cabo Verde,2020-04-26,106.0,1.0
4128,4201,,Cabo Verde,2020-04-27,109.0,1.0
4129,4202,,Cabo Verde,2020-04-28,114.0,1.0
4130,4203,,Cabo Verde,2020-04-29,114.0,1.0
4131,4204,,Cabo Verde,2020-04-30,121.0,1.0
4132,4205,,Cabo Verde,2020-05-01,122.0,1.0
4133,4206,,Cabo Verde,2020-05-02,152.0,2.0
4134,4207,,Cabo Verde,2020-05-03,165.0,2.0
4135,4208,,Cabo Verde,2020-05-04,175.0,2.0
4136,4209,,Cabo Verde,2020-05-05,186.0,2.0
4137,4210,,Cabo Verde,2020-05-06,191.0,2.0
4138,4211,,Cabo Verde,2020-05-07,218.0,2.0
4139,4212,,Cabo Verde,2020-05-08,230.0,2.0
4140,4213,,Cabo Verde,2020-05-09,236.0,2.0
4141,4214,,Cabo Verde,2020-05-10,246.0,2.0
4142,4215,,Cabo Verde,2020-05-11,260.0,2.0
4143,4216,,Cabo Verde,2020-05-12,267.0,2.0
4144,4219,,Cambodia,2020-01-22,0.0,0.0
4145,4220,,Cambodia,2020-01-23,0.0,0.0
4146,4221,,Cambodia,2020-01-24,0.0,0.0
4147,4222,,Cambodia,2020-01-25,0.0,0.0
4148,4223,,Cambodia,2020-01-26,0.0,0.0
4149,4224,,Cambodia,2020-01-27,1.0,0.0
4150,4225,,Cambodia,2020-01-28,1.0,0.0
4151,4226,,Cambodia,2020-01-29,1.0,0.0
4152,4227,,Cambodia,2020-01-30,1.0,0.0
4153,4228,,Cambodia,2020-01-31,1.0,0.0
4154,4229,,Cambodia,2020-02-01,1.0,0.0
4155,4230,,Cambodia,2020-02-02,1.0,0.0
4156,4231,,Cambodia,2020-02-03,1.0,0.0
4157,4232,,Cambodia,2020-02-04,1.0,0.0
4158,4233,,Cambodia,2020-02-05,1.0,0.0
4159,4234,,Cambodia,2020-02-06,1.0,0.0
4160,4235,,Cambodia,2020-02-07,1.0,0.0
4161,4236,,Cambodia,2020-02-08,1.0,0.0
4162,4237,,Cambodia,2020-02-09,1.0,0.0
4163,4238,,Cambodia,2020-02-10,1.0,0.0
4164,4239,,Cambodia,2020-02-11,1.0,0.0
4165,4240,,Cambodia,2020-02-12,1.0,0.0
4166,4241,,Cambodia,2020-02-13,1.0,0.0
4167,4242,,Cambodia,2020-02-14,1.0,0.0
4168,4243,,Cambodia,2020-02-15,1.0,0.0
4169,4244,,Cambodia,2020-02-16,1.0,0.0
4170,4245,,Cambodia,2020-02-17,1.0,0.0
4171,4246,,Cambodia,2020-02-18,1.0,0.0
4172,4247,,Cambodia,2020-02-19,1.0,0.0
4173,4248,,Cambodia,2020-02-20,1.0,0.0
4174,4249,,Cambodia,2020-02-21,1.0,0.0
4175,4250,,Cambodia,2020-02-22,1.0,0.0
4176,4251,,Cambodia,2020-02-23,1.0,0.0
4177,4252,,Cambodia,2020-02-24,1.0,0.0
4178,4253,,Cambodia,2020-02-25,1.0,0.0
4179,4254,,Cambodia,2020-02-26,1.0,0.0
4180,4255,,Cambodia,2020-02-27,1.0,0.0
4181,4256,,Cambodia,2020-02-28,1.0,0.0
4182,4257,,Cambodia,2020-02-29,1.0,0.0
4183,4258,,Cambodia,2020-03-01,1.0,0.0
4184,4259,,Cambodia,2020-03-02,1.0,0.0
4185,4260,,Cambodia,2020-03-03,1.0,0.0
4186,4261,,Cambodia,2020-03-04,1.0,0.0
4187,4262,,Cambodia,2020-03-05,1.0,0.0
4188,4263,,Cambodia,2020-03-06,1.0,0.0
4189,4264,,Cambodia,2020-03-07,1.0,0.0
4190,4265,,Cambodia,2020-03-08,2.0,0.0
4191,4266,,Cambodia,2020-03-09,2.0,0.0
4192,4267,,Cambodia,2020-03-10,2.0,0.0
4193,4268,,Cambodia,2020-03-11,3.0,0.0
4194,4269,,Cambodia,2020-03-12,3.0,0.0
4195,4270,,Cambodia,2020-03-13,5.0,0.0
4196,4271,,Cambodia,2020-03-14,7.0,0.0
4197,4272,,Cambodia,2020-03-15,7.0,0.0
4198,4273,,Cambodia,2020-03-16,7.0,0.0
4199,4274,,Cambodia,2020-03-17,33.0,0.0
4200,4275,,Cambodia,2020-03-18,35.0,0.0
4201,4276,,Cambodia,2020-03-19,37.0,0.0
4202,4277,,Cambodia,2020-03-20,51.0,0.0
4203,4278,,Cambodia,2020-03-21,53.0,0.0
4204,4279,,Cambodia,2020-03-22,84.0,0.0
4205,4280,,Cambodia,2020-03-23,87.0,0.0
4206,4281,,Cambodia,2020-03-24,91.0,0.0
4207,4282,,Cambodia,2020-03-25,96.0,0.0
4208,4283,,Cambodia,2020-03-26,96.0,0.0
4209,4284,,Cambodia,2020-03-27,99.0,0.0
4210,4285,,Cambodia,2020-03-28,99.0,0.0
4211,4286,,Cambodia,2020-03-29,103.0,0.0
4212,4287,,Cambodia,2020-03-30,107.0,0.0
4213,4288,,Cambodia,2020-03-31,109.0,0.0
4214,4289,,Cambodia,2020-04-01,109.0,0.0
4215,4290,,Cambodia,2020-04-02,110.0,0.0
4216,4291,,Cambodia,2020-04-03,114.0,0.0
4217,4292,,Cambodia,2020-04-04,114.0,0.0
4218,4293,,Cambodia,2020-04-05,114.0,0.0
4219,4294,,Cambodia,2020-04-06,114.0,0.0
4220,4295,,Cambodia,2020-04-07,115.0,0.0
4221,4296,,Cambodia,2020-04-08,117.0,0.0
4222,4297,,Cambodia,2020-04-09,119.0,0.0
4223,4298,,Cambodia,2020-04-10,119.0,0.0
4224,4299,,Cambodia,2020-04-11,120.0,0.0
4225,4300,,Cambodia,2020-04-12,122.0,0.0
4226,4301,,Cambodia,2020-04-13,122.0,0.0
4227,4302,,Cambodia,2020-04-14,122.0,0.0
4228,4303,,Cambodia,2020-04-15,122.0,0.0
4229,4304,,Cambodia,2020-04-16,122.0,0.0
4230,4305,,Cambodia,2020-04-17,122.0,0.0
4231,4306,,Cambodia,2020-04-18,122.0,0.0
4232,4307,,Cambodia,2020-04-19,122.0,0.0
4233,4308,,Cambodia,2020-04-20,122.0,0.0
4234,4309,,Cambodia,2020-04-21,122.0,0.0
4235,4310,,Cambodia,2020-04-22,122.0,0.0
4236,4311,,Cambodia,2020-04-23,122.0,0.0
4237,4312,,Cambodia,2020-04-24,122.0,0.0
4238,4313,,Cambodia,2020-04-25,122.0,0.0
4239,4314,,Cambodia,2020-04-26,122.0,0.0
4240,4315,,Cambodia,2020-04-27,122.0,0.0
4241,4316,,Cambodia,2020-04-28,122.0,0.0
4242,4317,,Cambodia,2020-04-29,122.0,0.0
4243,4318,,Cambodia,2020-04-30,122.0,0.0
4244,4319,,Cambodia,2020-05-01,122.0,0.0
4245,4320,,Cambodia,2020-05-02,122.0,0.0
4246,4321,,Cambodia,2020-05-03,122.0,0.0
4247,4322,,Cambodia,2020-05-04,122.0,0.0
